Forecast
138.36408895142642
137.90945574221533
139.6444624089826
140.54444415563438
140.11765061139184
140.6186641284269
139.09705423378085
139.58879742938822
139.02283426098836
137.2785357472792
136.6847400890821
136.90741435780245
136.61051294111823
136.57340295472198
135.2187951740305
135.25591233559814
134.67138699882872
134.36520808554542
134.81983411958515
134.78272413318888
135.82187550399803
135.30229981859347
135.00539840190922
