Forecast
125.78553541038765
125.372232492923
126.94951128089328
127.76767650512215
127.37968237399258
127.8351492076608
126.45186748525532
126.8989067539893
126.38439478271667
124.7986688611629
124.25885462643829
124.46128577982041
124.19137540101656
124.15763904974725
122.92617743093679
122.9599203050892
122.42853363529883
122.15018916867766
122.56348556325922
122.52974921198988
123.47443227636182
123.00209074417586
122.73218036537202
